Gene % GC content	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene type	Gene stable ID
45.80	36064715	36066679	7	lncRNA	ENSG00000285573
46.75	196638422	196639497	2	lncRNA	ENSG00000282836
51.24	36079084	36085736	7	lncRNA	ENSG00000205745
42.05	36095255	36100660	7	lncRNA	ENSG00000261184
47.88	90920218	90921186	15	lncRNA	ENSG00000259661
38.16	196639554	196763490	2	protein_coding	ENSG00000144395
55.90	90929968	90935196	15	protein_coding	ENSG00000184508
44.95	64870172	64930981	7	protein_coding	ENSG00000198039
49.38	71881553	71882273	16	lncRNA	ENSG00000261765
42.58	71991151	71991305	16	processed_pseudogene	ENSG00000242176
62.92	42886597	42888767	1	processed_pseudogene	ENSG00000233708
46.02	72004239	72004803	16	unprocessed_pseudogene	ENSG00000263311
47.27	42891094	42892430	1	processed_pseudogene	ENSG00000237090
42.73	42903232	42903912	1	processed_pseudogene	ENSG00000225099
58.18	42952202	42952641	1	processed_pseudogene	ENSG00000284138
52.64	42959065	42961864	1	lncRNA	ENSG00000283973
45.92	72005037	72006543	16	processed_pseudogene	ENSG00000263232
50.04	72008588	72027664	16	protein_coding	ENSG00000102967
41.12	42991438	42991544	1	snRNA	ENSG00000207256
47.69	23450658	23450722	7	snRNA	ENSG00000252590
37.08	43023549	43023637	1	snRNA	ENSG00000283136
46.86	23480753	23480959	7	processed_pseudogene	ENSG00000236654
44.90	43104086	43104497	1	processed_pseudogene	ENSG00000277513
61.32	23490473	23491364	7	processed_pseudogene	ENSG00000232818
46.08	23491792	23491893	7	misc_RNA	ENSG00000200847
37.25	222815022	223005995	1	protein_coding	ENSG00000154309
41.09	23504780	23532041	7	protein_coding	ENSG00000164548
53.82	90930180	90954093	15	protein_coding	ENSG00000140553
35.05	34873831	34873927	6	misc_RNA	ENSG00000252106
41.70	34877462	34889192	6	protein_coding	ENSG00000064995
46.27	27838477	27840382	8	processed_pseudogene	ENSG00000253176
44.45	72044289	72094431	16	protein_coding	ENSG00000140830
55.80	80801640	80805632	17	lncRNA	ENSG00000262833
40.32	87322583	87399749	6	protein_coding	ENSG00000111850
49.04	27869883	27992673	8	protein_coding	ENSG00000168079
60.40	80940418	80942033	17	lncRNA	ENSG00000262313
62.97	80960766	80961713	17	lncRNA	ENSG00000262662
60.94	80966239	80971213	17	lncRNA	ENSG00000261924
47.28	53295291	53299452	12	protein_coding	ENSG00000123349
50.83	170369223	170370367	1	processed_pseudogene	ENSG00000226967
36.93	170460453	170532647	1	lncRNA	ENSG00000231407
52.12	80976454	80976948	17	processed_pseudogene	ENSG00000240270
48.31	119495836	119496841	1	processed_pseudogene	ENSG00000229570
58.37	80991598	81009517	17	protein_coding	ENSG00000176108
44.53	119507198	119515054	1	protein_coding	ENSG00000203857
48.80	119533749	119534746	1	processed_pseudogene	ENSG00000226443
43.89	119538509	119545913	1	unprocessed_pseudogene	ENSG00000249798
46.08	119558755	119559774	1	processed_pseudogene	ENSG00000239873
45.45	119564066	119572067	1	unprocessed_pseudogene	ENSG00000203855
40.23	87344813	87365463	6	protein_coding	ENSG00000203872
47.19	119596167	119597179	1	processed_pseudogene	ENSG00000240244
37.71	119597702	119599271	1	lncRNA	ENSG00000260941
45.00	135397442	135397621	X	transcribed_unprocessed_pseudogene	ENSG00000229015
45.78	119601340	119609250	1	transcribed_unprocessed_pseudogene	ENSG00000198857
44.79	119619377	119648266	1	protein_coding	ENSG00000143067
44.99	102561935	102571465	X	transcribed_unprocessed_pseudogene	ENSG00000196970
37.49	23562459	23564261	7	processed_pseudogene	ENSG00000224785
52.63	23585062	23586355	7	processed_pseudogene	ENSG00000232553
41.87	119748002	119768905	1	protein_coding	ENSG00000134240
46.33	152739864	152740681	X	transcribed_unprocessed_pseudogene	ENSG00000242599
41.98	23597382	23644708	7	protein_coding	ENSG00000169193
55.10	152114599	152115540	X	transcribed_unprocessed_pseudogene	ENSG00000242520
43.45	72084857	72087443	16	lncRNA	ENSG00000260252
46.09	101597510	101598071	X	transcribed_unprocessed_pseudogene	ENSG00000204072
50.00	27886039	27886116	8	miRNA	ENSG00000265847
42.03	87356831	87358605	6	TEC	ENSG00000279616
40.82	27903229	27903495	8	unprocessed_pseudogene	ENSG00000253290
69.88	36985523	36986093	X	transcribed_unprocessed_pseudogene	ENSG00000231069
51.48	72093613	72112912	16	protein_coding	ENSG00000140829
37.91	87407972	87464465	6	protein_coding	ENSG00000272514
39.33	27903566	27903715	8	unprocessed_pseudogene	ENSG00000253615
59.39	71663276	71666767	X	transcribed_unprocessed_pseudogene	ENSG00000237265
49.73	27904481	27910310	8	lncRNA	ENSG00000253397
45.08	28021964	28083936	8	protein_coding	ENSG00000189233
40.35	2609415	2623453	X	transcribed_unprocessed_pseudogene	ENSG00000223773
53.97	38184376	38186265	19	lncRNA	ENSG00000269653
46.04	38199836	38200934	19	lncRNA	ENSG00000268499
54.52	38200234	38200532	19	misc_RNA	ENSG00000275132
51.22	38244035	38292615	19	protein_coding	ENSG00000167642
40.70	136958883	137021479	X	transcribed_unprocessed_pseudogene	ENSG00000234062
65.43	80999509	81000130	17	lncRNA	ENSG00000263218
62.74	81003335	81005132	17	TEC	ENSG00000280351
39.81	23619333	23622826	7	processed_pseudogene	ENSG00000227436
56.76	81017969	81028079	17	lncRNA	ENSG00000262873
41.24	141515016	141619055	5	protein_coding	ENSG00000131504
48.33	23655682	23655861	7	processed_pseudogene	ENSG00000228953
40.02	23680130	23703249	7	protein_coding	ENSG00000188732
45.90	196686148	196686330	2	scaRNA	ENSG00000252923
56.05	81023545	81025503	17	lncRNA	ENSG00000262098
51.16	61352244	61354477	11	TEC	ENSG00000279246
59.08	81029130	81034881	17	lncRNA	ENSG00000226137
43.65	119794017	119811580	1	protein_coding	ENSG00000134193
36.72	196763035	196799725	2	protein_coding	ENSG00000119041
61.51	81110487	81166221	17	protein_coding	ENSG00000181409
40.16	28089673	28191156	8	protein_coding	ENSG00000134014
44.18	61402641	61430031	11	protein_coding	ENSG00000149532
58.75	120014802	120015407	X	transcribed_unprocessed_pseudogene	ENSG00000234493
59.73	153395639	153401392	X	protein_coding	ENSG00000214897
52.46	74289127	74294425	14	lncRNA	ENSG00000258559
58.22	153517642	153582939	X	protein_coding	ENSG00000067842
46.86	74303069	74360008	14	protein_coding	ENSG00000133980
38.54	87408012	87511634	6	protein_coding	ENSG00000213204
42.34	74305425	74306527	14	processed_pseudogene	ENSG00000258737
57.40	74377818	74378418	14	processed_pseudogene	ENSG00000177776
40.18	74084956	74201493	14	protein_coding	ENSG00000205659
39.80	87425795	87426088	6	processed_pseudogene	ENSG00000216324
39.71	87441165	87442146	6	processed_pseudogene	ENSG00000218793
43.66	87444395	87445175	6	processed_pseudogene	ENSG00000218698
39.25	87470623	87512336	6	protein_coding	ENSG00000164414
51.20	53299695	53307177	12	protein_coding	ENSG00000139637
45.45	119834870	119844514	1	unprocessed_pseudogene	ENSG00000215864
55.43	119853316	119853748	1	processed_pseudogene	ENSG00000227205
44.39	119886304	119886927	1	processed_pseudogene	ENSG00000226446
43.98	119893533	119896515	1	protein_coding	ENSG00000134249
56.00	49677369	49677893	14	processed_pseudogene	ENSG00000259155
49.23	49681302	49681886	14	processed_pseudogene	ENSG00000258462
48.36	49684544	49684665	14	snRNA	ENSG00000221114
58.27	38251237	38256532	19	protein_coding	ENSG00000167641
39.77	49693105	49753150	14	protein_coding	ENSG00000197776
43.78	119648411	119744218	1	protein_coding	ENSG00000092621
56.33	102579646	102616756	7	protein_coding	ENSG00000105808
62.24	81125276	81125373	17	miRNA	ENSG00000207736
50.63	81125877	81125955	17	miRNA	ENSG00000211563
46.27	81125883	81125949	17	miRNA	ENSG00000283604
57.52	81133196	81133308	17	miRNA	ENSG00000221025
63.99	81135771	81136256	17	lncRNA	ENSG00000263167
56.73	81165507	81183166	17	protein_coding	ENSG00000225180
40.21	133038391	133397775	3	protein_coding	ENSG00000144868
41.67	87488445	87488552	6	snRNA	ENSG00000206715
53.37	38289151	38304910	19	protein_coding	ENSG00000267748
62.93	81228277	81239091	17	protein_coding	ENSG00000167302
38.31	87513459	87590028	6	protein_coding	ENSG00000146282
56.91	90952239	90955225	15	lncRNA	ENSG00000258384
54.49	90954881	90963125	15	protein_coding	ENSG00000166965
44.09	38294544	38294636	19	misc_RNA	ENSG00000200209
56.12	38303558	38317273	19	protein_coding	ENSG00000167645
42.00	89836408	89841978	4	lncRNA	ENSG00000247775
49.39	53307456	53324864	12	protein_coding	ENSG00000094914
33.75	89879532	89954629	4	protein_coding	ENSG00000138722
37.15	196804417	196809355	2	protein_coding	ENSG00000187944
56.52	66908122	66918917	16	protein_coding	ENSG00000166589
47.22	196831975	196832190	2	TEC	ENSG00000280176
37.76	131641714	131797017	5	protein_coding	ENSG00000217128
36.00	196833004	196927796	2	protein_coding	ENSG00000197121
39.52	49707667	49708792	14	lncRNA	ENSG00000258400
40.31	49782083	49852821	14	protein_coding	ENSG00000165525
45.27	125082636	125212864	3	protein_coding	ENSG00000221955
41.64	90370123	90370427	4	misc_RNA	ENSG00000252087
39.84	90682996	90683123	4	processed_pseudogene	ENSG00000251401
44.44	90838903	90839037	4	processed_pseudogene	ENSG00000187653
60.16	75751594	75765236	17	protein_coding	ENSG00000108479
32.21	91108023	91112790	4	lncRNA	ENSG00000248984
34.43	91319034	91325306	4	lncRNA	ENSG00000249049
31.76	91603275	91605292	4	TEC	ENSG00000279013
44.50	91885046	91885254	4	processed_pseudogene	ENSG00000249891
35.48	91887886	91904335	4	lncRNA	ENSG00000249052
45.15	90966040	90995629	15	protein_coding	ENSG00000198901
36.15	74114174	74303099	4	protein_coding	ENSG00000163738
35.43	145864245	145964423	6	protein_coding	ENSG00000146414
63.66	959034	959366	17	processed_pseudogene	ENSG00000263017
48.66	997129	1003671	17	protein_coding	ENSG00000177370
36.63	74365145	74388749	4	protein_coding	ENSG00000124882
67.86	1022476	1022559	17	miRNA	ENSG00000264429
53.93	1101007	1101273	17	misc_RNA	ENSG00000278794
58.10	1155966	1156175	17	processed_pseudogene	ENSG00000275997
52.69	1181893	1185086	17	lncRNA	ENSG00000235361
49.61	1241939	1254000	17	lncRNA	ENSG00000262213
72.81	1270444	1271815	17	protein_coding	ENSG00000205899
55.90	1279662	1300978	17	protein_coding	ENSG00000184811
38.55	74418917	74440457	4	lncRNA	ENSG00000250532
36.88	74445136	74455005	4	protein_coding	ENSG00000109321
44.73	1344275	1400222	17	protein_coding	ENSG00000108953
38.33	92084987	92134803	7	protein_coding	ENSG00000001630
37.00	165327667	165343164	4	protein_coding	ENSG00000052802
45.98	144186083	144195879	7	protein_coding	ENSG00000213214
48.39	1352070	1352255	17	TEC	ENSG00000280408
51.74	1424473	1426484	17	lncRNA	ENSG00000262777
44.74	28225929	28227562	8	processed_pseudogene	ENSG00000250516
55.27	175628188	175628462	5	misc_RNA	ENSG00000222111
39.25	175703898	175704004	5	snRNA	ENSG00000200648
38.71	49839401	49839493	14	misc_RNA	ENSG00000277634
55.67	28238430	28238905	8	processed_pseudogene	ENSG00000253907
39.81	49839725	49839827	14	snRNA	ENSG00000252474
50.07	175658030	175710756	5	protein_coding	ENSG00000113749
44.61	28250063	28339255	8	lncRNA	ENSG00000253690
62.21	49853616	49853914	14	misc_RNA	ENSG00000278771
62.67	49862550	49862849	14	misc_RNA	ENSG00000274012
43.81	49863072	49864379	14	lncRNA	ENSG00000278002
38.22	165361194	165498547	4	protein_coding	ENSG00000109472
55.27	1003519	1229738	17	protein_coding	ENSG00000159842
37.62	49901850	49901950	14	snRNA	ENSG00000251929
42.08	28299683	28300566	8	processed_pseudogene	ENSG00000239198
51.87	49913493	49913760	14	misc_RNA	ENSG00000274704
36.51	92197498	92246166	7	protein_coding	ENSG00000001631
52.21	49966399	49966511	14	miRNA	ENSG00000278038
43.86	197014990	197016015	2	processed_pseudogene	ENSG00000225636
47.01	28316986	28343355	8	protein_coding	ENSG00000168081
50.46	50050368	50051336	14	processed_pseudogene	ENSG00000270788
43.61	197028711	197030143	2	processed_pseudogene	ENSG00000224442
47.27	50052857	50053569	14	processed_pseudogene	ENSG00000243038
43.26	49893079	49897054	14	protein_coding	ENSG00000165527
38.61	73498408	73505667	5	protein_coding	ENSG00000145741
47.83	70672895	70673515	X	processed_pseudogene	ENSG00000230187
41.47	70846079	70846295	X	snoRNA	ENSG00000277492
41.67	70846080	70846295	X	snoRNA	ENSG00000280704
41.76	70857163	70857502	X	processed_pseudogene	ENSG00000213747
50.32	34694170	34694644	14	processed_pseudogene	ENSG00000241582
46.89	70444835	70505490	X	protein_coding	ENSG00000082458
39.10	34709113	34714823	14	protein_coding	ENSG00000165410
41.38	102064544	102179874	2	protein_coding	ENSG00000115594
34.38	165386242	165386337	4	miRNA	ENSG00000207559
46.63	165404067	165406350	4	processed_pseudogene	ENSG00000251596
45.34	165517255	165517501	4	processed_pseudogene	ENSG00000248287
40.61	165547532	165551060	4	processed_pseudogene	ENSG00000248327
48.08	28345590	28402701	8	protein_coding	ENSG00000186918
40.45	112285509	112442621	4	protein_coding	ENSG00000073331
36.98	193593144	193697811	3	protein_coding	ENSG00000198836
45.82	90966190	91022566	15	protein_coding	ENSG00000284946
44.84	90966340	90988625	15	lncRNA	ENSG00000258725
42.26	61426448	61427325	11	TEC	ENSG00000279632
48.75	61429220	61485822	11	protein_coding	ENSG00000256591
44.90	90977208	90977305	15	misc_RNA	ENSG00000200142
46.84	90998673	91022603	15	protein_coding	ENSG00000184056
39.20	66596380	67169593	5	protein_coding	ENSG00000069020
55.70	66932065	66934423	16	protein_coding	ENSG00000166595
35.34	54864382	54869180	10	lncRNA	ENSG00000236958
41.23	119726042	119829147	10	protein_coding	ENSG00000198825
50.40	34740336	34740833	14	processed_pseudogene	ENSG00000243824
39.75	34752731	34875647	14	protein_coding	ENSG00000198604
45.26	61430042	61446733	11	protein_coding	ENSG00000167985
46.01	28348287	28490278	8	protein_coding	ENSG00000214050
46.52	149883179	149898113	6	protein_coding	ENSG00000164520
55.49	66934444	66945096	16	protein_coding	ENSG00000172831
65.48	38304164	38305006	19	protein_coding	ENSG00000167644
53.31	53326575	53345315	12	protein_coding	ENSG00000170374
57.34	61481120	61490931	11	protein_coding	ENSG00000162148
41.51	17381367	17382120	6	processed_pseudogene	ENSG00000219314
45.65	53380176	53416446	12	protein_coding	ENSG00000185591
42.29	17393595	17557780	6	protein_coding	ENSG00000112186
55.87	48748011	48755390	19	protein_coding	ENSG00000174951
55.62	156840063	156859117	1	protein_coding	ENSG00000027644
53.66	13104902	13117567	19	protein_coding	ENSG00000104907
52.04	96583209	96583527	1	misc_RNA	ENSG00000241992
46.08	96584422	96584727	1	processed_pseudogene	ENSG00000234226
42.97	96678874	96679620	1	processed_pseudogene	ENSG00000137970
47.12	96695856	96696167	1	misc_RNA	ENSG00000223229
43.54	115270767	115283763	1	lncRNA	ENSG00000285698
44.74	115283034	115368072	1	lncRNA	ENSG00000228035
44.55	28415524	28420055	8	lncRNA	ENSG00000254370
52.71	53423855	53431672	12	protein_coding	ENSG00000135409
51.60	115471941	115476027	1	unprocessed_pseudogene	ENSG00000226973
45.19	28416448	28416551	8	snRNA	ENSG00000207361
41.42	28447264	28455902	8	lncRNA	ENSG00000253567
51.70	115479428	115481572	1	unprocessed_pseudogene	ENSG00000274468
54.70	3778559	3796498	1	protein_coding	ENSG00000130764
54.90	140092781	140100553	8	lncRNA	ENSG00000282164
47.53	139727725	140458579	8	protein_coding	ENSG00000167632
46.35	52440494	52441535	4	processed_pseudogene	ENSG00000251286
39.42	52494849	52494952	4	snRNA	ENSG00000199924
41.36	52590960	52659301	4	protein_coding	ENSG00000109189
54.11	119768247	119768538	10	misc_RNA	ENSG00000242818
47.01	119818866	119819133	10	processed_pseudogene	ENSG00000282413
58.33	120069980	120070159	10	processed_pseudogene	ENSG00000223455
58.59	3782815	3783111	1	misc_RNA	ENSG00000266075
53.86	3785008	3785538	1	lncRNA	ENSG00000272153
40.11	119892707	119944657	10	protein_coding	ENSG00000107651
56.41	235361153	235362540	1	processed_pseudogene	ENSG00000230026
43.98	235366353	235367366	1	lncRNA	ENSG00000285177
50.37	61496440	61506649	11	lncRNA	ENSG00000255931
67.71	61508749	61511018	11	protein_coding	ENSG00000204950
53.30	61525708	61526602	11	TEC	ENSG00000279878
55.69	61539516	61542259	11	lncRNA	ENSG00000256443
52.46	62567011	62567071	11	miRNA	ENSG00000276102
48.70	62575045	62591637	11	protein_coding	ENSG00000149016
49.71	66942712	66963256	16	lncRNA	ENSG00000265408
51.49	66944660	66945096	16	TEC	ENSG00000280416
55.02	66961245	66975149	16	protein_coding	ENSG00000172828
38.68	100820391	100841520	X	protein_coding	ENSG00000101811
44.21	235367360	235452443	1	protein_coding	ENSG00000284770
48.59	53441678	53446645	12	protein_coding	ENSG00000205352
52.42	62593214	62601865	11	protein_coding	ENSG00000149480
47.04	91022619	91036611	15	lncRNA	ENSG00000214432
41.86	165070608	165208549	4	protein_coding	ENSG00000170088
39.11	38356455	38378107	10	transcribed_unprocessed_pseudogene	ENSG00000099251
37.70	91022766	91023200	15	lncRNA	ENSG00000278514
41.28	91029888	91029996	15	transcribed_processed_pseudogene	ENSG00000258542
39.51	102172621	102182108	2	lncRNA	ENSG00000226925
43.50	91031246	91031691	15	unprocessed_pseudogene	ENSG00000275929
44.26	34845300	34845360	14	snRNA	ENSG00000251726
52.29	34874343	34876459	14	lncRNA	ENSG00000258738
54.56	91031712	91032435	15	unprocessed_pseudogene	ENSG00000258665
52.71	36014660	36033343	19	protein_coding	ENSG00000105270
45.07	34920865	34921006	14	processed_pseudogene	ENSG00000258493
41.70	102187006	102240002	2	protein_coding	ENSG00000115598
40.75	91094847	91099838	15	lncRNA	ENSG00000285661
42.49	91099950	91302565	15	protein_coding	ENSG00000185518
42.20	35085467	35122517	14	protein_coding	ENSG00000092020
48.77	24076997	24077158	8	snRNA	ENSG00000207201
35.37	165252580	165252661	4	snRNA	ENSG00000200974
38.30	24169001	24177080	8	lncRNA	ENSG00000253891
43.09	186426546	186555328	4	protein_coding	ENSG00000272297
55.14	186501109	186501215	4	snRNA	ENSG00000212387
51.21	67006672	67009481	16	TEC	ENSG00000280334
35.71	24294069	24359014	8	protein_coding	ENSG00000042980
54.18	67019519	67019817	16	misc_RNA	ENSG00000265918
41.53	186587794	186726722	4	protein_coding	ENSG00000083857
40.51	67028984	67101058	16	protein_coding	ENSG00000067955
41.15	100843324	100874359	X	protein_coding	ENSG00000007952
39.36	42409727	42454385	10	transcribed_unprocessed_pseudogene	ENSG00000182632
58.15	102249857	102250255	2	processed_pseudogene	ENSG00000205716
59.54	177456608	177474401	5	protein_coding	ENSG00000113758
39.63	102311502	102352037	2	protein_coding	ENSG00000115602
42.96	54230942	54280133	12	protein_coding	ENSG00000094916
45.01	91303756	91306321	15	lncRNA	ENSG00000285883
42.84	17530899	17531652	6	processed_pseudogene	ENSG00000184612
44.85	17582034	17582305	6	processed_pseudogene	ENSG00000218359
42.64	84491480	84500599	15	unprocessed_pseudogene	ENSG00000197627
40.36	17600302	17611719	6	protein_coding	ENSG00000137414
52.15	84500378	84502381	15	lncRNA	ENSG00000259551
72.73	84505463	84505495	15	unprocessed_pseudogene	ENSG00000259302
39.89	47540077	47551919	10	transcribed_unprocessed_pseudogene	ENSG00000251079
41.75	84513241	84526949	15	lncRNA	ENSG00000259244
